No.,Time,Source,Destination,Protocol,Length,Info,RTT
108,24.39097913,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=1961 Ack=1270 Win=61458 Len=0,0.214872591
109,24.47680655,10.42.0.250,13.211.139.52,HTTP/JSON,63,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
110,24.65290986,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=1961 Ack=1279 Win=61449 Len=0,0.176103309
111,24.70141194,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
113,24.75066528,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=1279 Ack=2353 Win=4976 Len=0,0.04925334
114,24.89693101,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5606 Ack=1968 Win=30660 Len=0,0.178185118
115,26.73215181,10.42.0.250,13.211.139.52,TCP,258,"53522  >  3000 [PSH, ACK] Seq=1279 Ack=2353 Win=4976 Len=204 [TCP segment of a reassembled PDU]",
116,26.90636371,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=2353 Ack=1483 Win=61245 Len=0,0.174211901
117,27.04431011,10.42.0.250,13.211.139.52,HTTP/JSON,63,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
118,27.2336049,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=2353 Ack=1492 Win=61236 Len=0,0.189294792
119,27.46756645,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
121,27.75104186,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=1492 Ack=2745 Win=4584 Len=0,0.283475403
122,28.04549891,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5606 Ack=2019 Win=30660 Len=0,0.377683376
124,29.68237699,10.42.0.250,13.211.139.52,TCP,258,"53522  >  3000 [PSH, ACK] Seq=1492 Ack=2745 Win=4584 Len=204 [TCP segment of a reassembled PDU]",
125,30.03717415,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5606 Ack=2050 Win=30660 Len=0,0.35722906
127,30.03721161,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=2745 Ack=1696 Win=61032 Len=0,0.354834616
128,30.10900572,10.42.0.250,13.211.139.52,HTTP/JSON,63,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
129,30.2520937,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=2050 Ack=5637 Win=5248 Len=0,0.214888325
130,30.44700802,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=2745 Ack=1705 Win=61023 Len=0,0.338002291
131,30.44705219,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
132,30.49220341,54.253.71.217,10.42.0.250,TCP,85,"[TCP Spurious Retransmission] 8883  >  53521 [PSH, ACK] Seq=5606 Ack=2050 Win=30660 Len=31",
133,30.5178742,10.42.0.250,54.253.71.217,TCP,54,[TCP Dup ACK 129#1] 53521  >  8883 [ACK] Seq=2050 Ack=5637 Win=5248 Len=0,0.025670792
134,30.52299709,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=1705 Ack=3137 Win=5760 Len=0,0.075944903
136,30.8558272,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2101 Win=30660 Len=0,0.3175649
137,32.55511176,10.42.0.250,13.211.139.52,TCP,258,"53522  >  3000 [PSH, ACK] Seq=1705 Ack=3137 Win=5760 Len=204 [TCP segment of a reassembled PDU]",
140,32.93849145,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3137 Ack=1909 Win=60819 Len=0,0.383379698
141,32.97727455,10.42.0.250,13.211.139.52,HTTP/JSON,63,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
142,33.15033677,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3137 Ack=1918 Win=60810 Len=0,0.173062219
143,33.18408119,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
145,33.25280543,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=1918 Ack=3529 Win=5368 Len=0,0.06872424
146,33.38311282,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2152 Win=30660 Len=0,0.176682046
148,35.21987314,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=1918 Ack=3529 Win=5368 Len=205 [TCP segment of a reassembled PDU]",
149,35.44694583,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3529 Ack=2123 Win=60605 Len=0,0.227072685
150,35.63827216,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
151,35.81291412,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3529 Ack=2190 Win=60538 Len=0,0.174641963
154,35.86620873,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
160,36.00665732,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=2190 Ack=3921 Win=4976 Len=0,0.140448586
161,36.0612091,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2261 Win=30660 Len=0,0.174266333
166,37.89850443,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=2190 Ack=3921 Win=4976 Len=205 [TCP segment of a reassembled PDU]",
167,38.15775749,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3921 Ack=2395 Win=60333 Len=0,0.259253058
168,38.40383976,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
169,38.57814927,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=3921 Ack=2462 Win=60266 Len=0,0.174309512
170,38.64303288,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
172,38.75442635,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=2462 Ack=4313 Win=4584 Len=0,0.111393471
177,38.97108744,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2370 Win=30660 Len=0,0.236776625
178,39.68464345,90.130.70.73,10.42.0.250,TCP,1490,80  >  52134 [ACK] Seq=1 Ack=1 Win=30016 Len=1436,
179,39.73546734,10.42.0.250,90.130.70.73,TCP,54,"52134  >  80 [RST, ACK] Seq=1 Ack=1437 Win=32790 Len=0",0.050823889
180,40.74749371,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=2462 Ack=4313 Win=4584 Len=205 [TCP segment of a reassembled PDU]",
181,40.96852356,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=4313 Ack=2667 Win=60061 Len=0,0.221029846
182,41.16787699,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
183,41.37669848,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=4313 Ack=2734 Win=59994 Len=0,0.208821495
184,41.38514464,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
185,41.69089259,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=2734 Ack=4705 Win=5760 Len=0,0.305747949
189,42.25728783,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2479 Win=30660 Len=0,0.552904301
192,43.72800618,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=2734 Ack=4705 Win=5760 Len=205 [TCP segment of a reassembled PDU]",
193,43.9039615,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=4705 Ack=2939 Win=59789 Len=0,0.175955323
194,44.13790838,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
195,44.31189989,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=4705 Ack=3006 Win=59722 Len=0,0.173991509
196,44.36135791,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
198,44.50437217,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=3006 Ack=5097 Win=5368 Len=0,0.143014261
199,44.63586189,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2588 Win=30660 Len=0,0.173525963
200,46.47570962,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=3006 Ack=5097 Win=5368 Len=205 [TCP segment of a reassembled PDU]",
201,46.65946198,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5097 Ack=3211 Win=59517 Len=0,0.183752366
202,46.69773895,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
203,46.87356163,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5097 Ack=3278 Win=59450 Len=0,0.175822672
204,46.92154316,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
206,47.00686365,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=3278 Ack=5489 Win=4976 Len=0,0.085320489
207,47.11679295,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2697 Win=30660 Len=0,0.17545825
209,48.95562818,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=3278 Ack=5489 Win=4976 Len=205 [TCP segment of a reassembled PDU]",
210,49.12776816,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5637 Ack=2728 Win=30660 Len=0,0.173875804
212,49.12782142,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5489 Ack=3483 Win=59245 Len=0,0.172193248
213,49.15654868,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
214,49.25574964,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=2728 Ack=5668 Win=5217 Len=0,0.127937379
215,49.32901149,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5489 Ack=3550 Win=59178 Len=0,0.17246281
216,49.36142528,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
218,49.50653825,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=3550 Ack=5881 Win=4584 Len=0,0.145112973
219,49.59523097,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=2837 Win=30660 Len=0,0.213376912
220,51.39491214,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=3550 Ack=5881 Win=4584 Len=205 [TCP segment of a reassembled PDU]",
221,51.61287796,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5881 Ack=3755 Win=58973 Len=0,0.217965821
222,51.81960142,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
223,51.99454849,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=5881 Ack=3822 Win=58906 Len=0,0.174947073
224,52.02217949,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
225,52.03787971,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=3822 Ack=6273 Win=5760 Len=0,0.015700217
227,52.22632407,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=2946 Win=30660 Len=0,0.174561946
228,54.07180052,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=3822 Ack=6273 Win=5760 Len=205 [TCP segment of a reassembled PDU]",
229,54.28875888,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=6273 Ack=4027 Win=58701 Len=0,0.216958359
230,54.37642675,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
231,54.56548705,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=6273 Ack=4094 Win=58634 Len=0,0.189060304
232,54.58138728,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
234,55.00787032,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=4094 Ack=6665 Win=5368 Len=0,0.426483048
235,55.04518916,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=3055 Win=30660 Len=0,0.214941164
236,56.82389246,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=4094 Ack=6665 Win=5368 Len=205 [TCP segment of a reassembled PDU]",
237,57.40210789,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=6665 Ack=4299 Win=58429 Len=0,0.578215422
238,57.75673511,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
239,58.01279522,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=6665 Ack=4366 Win=58362 Len=0,0.256060106
240,58.2839602,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
242,58.50878822,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=4366 Ack=7057 Win=4976 Len=0,0.224828018
243,58.71917303,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=3164 Win=30660 Len=0,0.331501247
244,60.40288274,10.42.0.250,13.211.139.52,TCP,259,"53522  >  3000 [PSH, ACK] Seq=4366 Ack=7057 Win=4976 Len=205 [TCP segment of a reassembled PDU]",
245,60.88227476,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7057 Ack=4571 Win=58157 Len=0,0.479392023
246,61.55073336,10.42.0.250,13.211.139.52,HTTP/JSON,121,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
247,61.88002824,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7057 Ack=4638 Win=58090 Len=0,0.329294882
248,61.88042013,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
250,62.25909926,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=3273 Win=30660 Len=0,0.171811048
251,62.26700987,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=4638 Ack=7449 Win=4584 Len=0,0.386589739
252,64.10189412,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=4638 Ack=7449 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
253,64.31566379,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7449 Ack=4844 Win=57884 Len=0,0.213769661
254,64.63339627,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
255,64.80540954,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7449 Ack=4961 Win=57767 Len=0,0.172013269
256,64.83996243,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
257,64.93102639,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=4961 Ack=7841 Win=5760 Len=0,0.09106396
259,65.11696705,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=3433 Win=32412 Len=0,0.171404516
263,66.97236926,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=4961 Ack=7841 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
264,67.14553031,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5668 Ack=3464 Win=32412 Len=0,0.173161451
266,67.18780773,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7841 Ack=5167 Win=57561 Len=0,0.215438469
267,67.1895883,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
268,67.26089648,10.42.0.250,54.253.71.217,TCP,54,53521  >  8883 [ACK] Seq=3464 Ack=5699 Win=5186 Len=0,0.115338452
269,67.36452845,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=7841 Ack=5284 Win=57444 Len=0,0.174940151
270,67.39613021,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
272,67.51186738,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=5284 Ack=8233 Win=5368 Len=0,0.11573717
273,67.62904741,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5699 Ack=3624 Win=34164 Len=0,0.213941894
274,69.43927728,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=5284 Ack=8233 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
275,69.66094093,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=8233 Ack=5490 Win=57238 Len=0,0.221663651
276,69.84068767,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
277,70.01411178,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=8233 Ack=5607 Win=57121 Len=0,0.173424114
278,70.04002895,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
280,70.23729635,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5699 Ack=3784 Win=35916 Len=0,0.172174142
281,70.26284554,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=5607 Ack=8625 Win=4976 Len=0,0.222816593
282,72.09363361,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=5607 Ack=8625 Win=4976 Len=206 [TCP segment of a reassembled PDU]",
283,72.40084195,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=8625 Ack=5813 Win=56915 Len=0,0.307208337
284,72.50325593,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
285,72.84093381,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=8625 Ack=5930 Win=56798 Len=0,0.337677889
286,72.84094635,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
288,73.02380263,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=5930 Ack=9017 Win=4584 Len=0,0.182856283
289,73.28687404,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5699 Ack=3944 Win=37668 Len=0,0.353208687
290,74.95770831,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=5930 Ack=9017 Win=4584 Len=206 [TCP segment of a reassembled PDU]",
293,75.42570302,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=9017 Ack=6136 Win=56592 Len=0,0.467994708
294,75.57275489,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
295,75.88082352,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=9017 Ack=6253 Win=56475 Len=0,0.308068639
296,75.88084411,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
297,76.1986309,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=6253 Ack=9409 Win=5760 Len=0,0.317786794
299,76.54750324,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5699 Ack=4104 Win=39420 Len=0,0.335724454
300,78.23604954,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=6253 Ack=9409 Win=5760 Len=206 [TCP segment of a reassembled PDU]",
301,78.45234021,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=9409 Ack=6459 Win=56475 Len=0,0.216290669
302,78.6446672,10.42.0.250,13.211.139.52,HTTP/JSON,171,"POST /data HTTP/1.1 , JavaScript Object Notation (application/json)",
303,78.81820376,13.211.139.52,10.42.0.250,TCP,54,3000  >  53522 [ACK] Seq=9409 Ack=6576 Win=56475 Len=0,0.173536562
304,78.86468749,13.211.139.52,10.42.0.250,HTTP/JSON,446,"HTTP/1.1 200 OK , JavaScript Object Notation (application/json)",
306,79.01747878,10.42.0.250,13.211.139.52,TCP,54,53522  >  3000 [ACK] Seq=6576 Ack=9801 Win=5368 Len=0,0.152791291
307,79.05739207,54.253.71.217,10.42.0.250,TCP,54,8883  >  53521 [ACK] Seq=5699 Ack=4264 Win=41172 Len=0,0.173425533
308,80.90480074,10.42.0.250,13.211.139.52,TCP,260,"53522  >  3000 [PSH, ACK] Seq=6576 Ack=9801 Win=5368 Len=206 [TCP segment of a reassembled PDU]",
